,SITE_ID,LATITUDE,LONGITUDE,LOCATION_DESCR
1856,SSA-OBS-FLXTR-HYD08-MDW01,53.98717,-105.11779,HYD-08 moss dry weights measurement site near the SSA Old Black Spruce Flux Tower.
1857,SSA-OBS-FLXTR-HYD08-MOS01,53.98717,-105.11779,HYD-08 moss monitoring site near the SSA Old Black Spruce Flux Tower.
1858,SSA-OBS-FLXTR-HYD08-TFL01,53.98717,-105.11779,HYD-08 throughfall measurement site near the SSA Old Black Spruce Flux Tower.
1859,SSA-OBS-FLXTR-RSS01-PRB01,53.98717,-105.11779,RSS-01 PARABOLA measurement site near the SSA Old Black Spruce Flux Tower.
1860,SSA-OBS-FLXTR-RSS02-BRF01,53.98717,-105.11779,The BRDF values are derived from ASAS measurements taken from the C130 platform above the SSA Old Black Spruce Flux Tower site.
1861,SSA-OBS-FLXTR-RSS03-MMR01,53.98717,-105.11779,The helicopter measurements were taken while hovering above the SSA Old Black Spruce Flux Tower
1862,SSA-OBS-FLXTR-RSS03-SE501,53.98717,-105.11779,The helicopter measurements were taken while hovering above the SSA Old Black Spruce Flux Tower
1863,SSA-OBS-FLXTR-RSS03-SPH01,53.98717,-105.11779,The helicopter measurements were taken while hovering above the SSA Old Black Spruce Flux Tower
1864,SSA-OBS-FLXTR-RSS07-EFL01,53.98717,-105.11779,"Effective LAI transect near the SSA Old Black Spruce Flux Tower, see documentation for transect measurement details."
1865,SSA-OBS-FLXTR-RSS07-LAI01,53.98717,-105.11779,LAI/FPAR measurement site along the RSS-07 transect near the SSA Old Black Spruce Flux Tower
1866,SSA-OBS-FLXTR-RSS17-DIE01,53.98717,-105.11779,The RSS-17 dielectric constant measurement site at the SSA-OBS Flux Tower.
1867,SSA-OBS-FLXTR-RSS17-SST01,53.98717,-105.11779,RSS-17 stem temperature measurement site near the SSA-OBS Flux Tower.
1868,SSA-OBS-FLXTR-RSS17-XYL01,53.98717,-105.11779,RSS-17 xylem flux measurement site near the SSA-OBS Flux Tower.
1869,SSA-OBS-FLXTR-RSS18-SPH01,53.98717,-105.11779,location of RSS-18 sunphotometer measurements at SSA-OBS tower site
1870,SSA-OBS-FLXTR-RSS19-URF01,53.98717,-105.11779,SSA Old Black Spruce Flux Tower where RSS19 made understory reflectance measurements along RSS07  LAI transect
1871,SSA-OBS-FLXTR-RSS20-BRF01,53.98717,-105.11779,The RSS20 POLDER measurements taken from the C130 platform above the SSA Old Black Spruce Flux Tower site.
1872,SSA-OBS-FLXTR-TGB08-CON01,53.98717,-105.11779,A TGB-08 site near the SSA Old Black Spruce Flux Tower
1873,SSA-OBS-FLXTR-TGB09-CON01,53.98717,-105.11779,TGB-09 NMHC measurement site near the SSA Old Black Spruce Flux Tower.
1874,SSA-OBS-FLXTR-TGB09-FLX01,53.98717,-105.11779,TGB-09 non-methane hydrocarbon site near SSA Old Black Spruce Flux Tower
1875,SSA-OBS-FLXTR-TGB09-MIX01,53.98717,-105.11779,TGB-09 mixing ratio site near SSA Old Black Spruce Flux Tower
1876,SSA-OBS-FLXTR-TGB10-HCR01,53.98717,-105.11779,TGB-10 biogenic VOC measurement site near the SSA Old Black Spruce Flux Tower.
1877,SSA-OBS-HYD03-HYD03-SWE01,53.98717,-105.11779,HYD-03 measured snow properties near SSA-OBS site.
